Title,Authors,Abstract,Published,Category,PDF_Link,Link,processed_text,citation_weight,entropy_score,recalibration_factor
A novel approach for multi-agent cooperative pursuit to capture grouped evaders,"Muhammad Zuhair Qadir, Songhao Piao, Haiyang Jiang, Mohammed El Habib Souidi","An approach of mobile multi-agent pursuit based on application of self-organizing feature map (SOFM) and along with that reinforcement learning based on agent group role membership function (AGRMF) model is proposed. This method promotes dynamic organization of the pursuers' groups and also makes pursuers' group evader according to their desire based on SOFM and AGRMF techniques. This helps to overcome the shortcomings of the pursuers that they cannot fully reorganize when the goal is too independent in process of AGRMF models operation. Besides, we also discuss a new reward function. After the formation of the group, reinforcement learning is applied to get the optimal solution for each agent. The results of each step in capturing process will finally affect the AGR membership function to speed up the convergence of the competitive neural network. The experiments result shows that this approach is more effective for the mobile agents to capture evaders.",2020-06-01T15:39:58Z,cs.AI,https://arxiv.org/pdf/2006.01022v2,https://arxiv.org/abs/2006.01022v2,approach mobile multiagent pursuit based application selforganizing feature map sofm along reinforcement learning based agent group role membership function agrmf model proposed method promotes dynamic organization pursuer group also make pursuer group evader according desire based sofm agrmf technique help overcome shortcoming pursuer fully reorganize goal independent process agrmf model operation besides also discus new reward function formation group reinforcement learning applied get optimal solution agent result step capturing process finally affect agr membership function speed convergence competitive neural network experiment result show approach effective mobile agent capture evaders,0.5174418604651163,0.9940356541507075,1.2571778291262006
Invariant Policy Optimization: Towards Stronger Generalization in Reinforcement Learning,"Anoopkumar Sonar, Vincent Pacelli, Anirudha Majumdar","A fundamental challenge in reinforcement learning is to learn policies that generalize beyond the operating domains experienced during training. In this paper, we approach this challenge through the following invariance principle: an agent must find a representation such that there exists an action-predictor built on top of this representation that is simultaneously optimal across all training domains. Intuitively, the resulting invariant policy enhances generalization by finding causes of successful actions. We propose a novel learning algorithm, Invariant Policy Optimization (IPO), that implements this principle and learns an invariant policy during training. We compare our approach with standard policy gradient methods and demonstrate significant improvements in generalization performance on unseen domains for linear quadratic regulator and grid-world problems, and an example where a robot must learn to open doors with varying physical properties.",2020-06-01T17:28:19Z,cs.LG,https://arxiv.org/pdf/2006.01096v3,https://arxiv.org/abs/2006.01096v3,fundamental challenge reinforcement learning learn policy generalize beyond operating domain experienced training paper approach challenge following invariance principle agent must find representation exists actionpredictor built top representation simultaneously optimal across training domain intuitively resulting invariant policy enhances generalization finding cause successful action propose novel learning algorithm invariant policy optimization ipo implement principle learns invariant policy training compare approach standard policy gradient method demonstrate significant improvement generalization performance unseen domain linear quadratic regulator gridworld problem example robot must learn open door varying physical property,0.48255813953488375,0.9893418978222246,1.2387074927885018
Revisiting Bounded-Suboptimal Safe Interval Path Planning,"Konstantin Yakovlev, Anton Andreychuk, Roni Stern","Safe-interval path planning (SIPP) is a powerful algorithm for finding a path in the presence of dynamic obstacles. SIPP returns provably optimal solutions. However, in many practical applications of SIPP such as path planning for robots, one would like to trade-off optimality for shorter planning time. In this paper we explore different ways to build a bounded-suboptimal SIPP and discuss their pros and cons. We compare the different bounded-suboptimal versions of SIPP experimentally. While there is no universal winner, the results provide insights into when each method should be used.",2020-06-01T18:42:52Z,cs.AI,https://arxiv.org/pdf/2006.01195v1,https://arxiv.org/abs/2006.01195v1,safeinterval path planning sipp powerful algorithm finding path presence dynamic obstacle sipp return provably optimal solution however many practical application sipp path planning robot one would like tradeoff optimality shorter planning time paper explore different way build boundedsuboptimal sipp discus pro con compare different boundedsuboptimal version sipp experimentally universal winner result provide insight method used,0.31976744186046513,0.99093225489138,1.1584339361018194
Coordinating Multiagent Industrial Symbiosis,"Vahid Yazdanpanah, Devrim Murat Yazan, W. Henk M. Zijm","We present a formal multiagent framework for coordinating a class of collaborative industrial practices called Industrial Symbiotic Networks (ISNs) as cooperative games. The game-theoretic formulation of ISNs enables systematic reasoning about what we call the ISN implementation problem. Specifically, the characteristics of ISNs may lead to the inapplicability of standard fair and stable benefit allocation methods. Inspired by realistic ISN scenarios and following the literature on normative multiagent systems, we consider regulations and normative socio-economic policies as coordination instruments that in combination with ISN games resolve the situation. In this multiagent system, employing Marginal Contribution Nets (MC-Nets) as rule-based cooperative game representations foster the combination of regulations and ISN games with no loss in expressiveness. We develop algorithmic methods for generating regulations that ensure the implementability of ISNs and as a policy support, present the policy requirements that guarantee the implementability of all the desired ISNs in a balanced-budget way.",2020-06-02T17:05:43Z,cs.MA,https://arxiv.org/pdf/2006.01784v1,https://arxiv.org/abs/2006.01784v1,present formal multiagent framework coordinating class collaborative industrial practice called industrial symbiotic network isn cooperative game gametheoretic formulation isn enables systematic reasoning call implementation problem specifically characteristic isn may lead inapplicability standard fair stable benefit allocation method inspired realistic scenario following literature normative multiagent system consider regulation normative socioeconomic policy coordination instrument combination game resolve situation multiagent system employing marginal contribution net mcnets rulebased cooperative game representation foster combination regulation game loss expressiveness develop algorithmic method generating regulation ensure implementability isn policy support present policy requirement guarantee implementability desired isn balancedbudget way,0.5348837209302325,0.9923918721684007,1.265407128603177
Should artificial agents ask for help in human-robot collaborative problem-solving?,"Adrien Bennetot, Vicky Charisi, Natalia Díaz-Rodríguez","Transferring as fast as possible the functioning of our brain to artificial intelligence is an ambitious goal that would help advance the state of the art in AI and robotics. It is in this perspective that we propose to start from hypotheses derived from an empirical study in a human-robot interaction and to verify if they are validated in the same way for children as for a basic reinforcement learning algorithm. Thus, we check whether receiving help from an expert when solving a simple close-ended task (the Towers of Hanoï) allows to accelerate or not the learning of this task, depending on whether the intervention is canonical or requested by the player. Our experiences have allowed us to conclude that, whether requested or not, a Q-learning algorithm benefits in the same way from expert help as children do.",2020-05-25T09:15:30Z,cs.LG,https://arxiv.org/pdf/2006.00882v1,https://arxiv.org/abs/2006.00882v1,transferring fast possible functioning brain artificial intelligence ambitious goal would help advance state art ai robotics perspective propose start hypothesis derived empirical study humanrobot interaction verify validated way child basic reinforcement learning algorithm thus check whether receiving help expert solving simple closeended task tower hanoï allows accelerate learning task depending whether intervention canonical requested player experience allowed u conclude whether requested qlearning algorithm benefit way expert help child,0.3953488372093023,0.9880351666000518,1.195309277118615
Towards Ranking-based Semantics for Abstract Argumentation using Conditional Logic Semantics,"Kenneth Skiba, Matthias Thimm","We propose a novel ranking-based semantics for Dung-style argumentation frameworks with the help of conditional logics. Using an intuitive translation for an argumentation framework to generate conditionals, we can apply nonmonotonic inference systems to generate a ranking on possible worlds. With this ranking we construct a ranking for our arguments. With a small extension to this ranking-based semantics we already satisfy some desirable properties for a ranking over arguments.",2020-08-05T08:34:16Z,cs.AI,https://arxiv.org/pdf/2008.02735v1,https://arxiv.org/abs/2008.02735v1,propose novel rankingbased semantics dungstyle argumentation framework help conditional logic using intuitive translation argumentation framework generate conditionals apply nonmonotonic inference system generate ranking possible world ranking construct ranking argument small extension rankingbased semantics already satisfy desirable property ranking argument,0.22674418604651161,0.989745191042395,1.1122094838681784
EasyRL: A Simple and Extensible Reinforcement Learning Framework,"Neil Hulbert, Sam Spillers, Brandon Francis, James Haines-Temons, Ken Gil Romero, Benjamin De Jager, Sam Wong, Kevin Flora, Bowei Huang, Athirai A. Irissappane","In recent years, Reinforcement Learning (RL), has become a popular field of study as well as a tool for enterprises working on cutting-edge artificial intelligence research. To this end, many researchers have built RL frameworks such as openAI Gym and KerasRL for ease of use. While these works have made great strides towards bringing down the barrier of entry for those new to RL, we propose a much simpler framework called EasyRL, by providing an interactive graphical user interface for users to train and evaluate RL agents. As it is entirely graphical, EasyRL does not require programming knowledge for training and testing simple built-in RL agents. EasyRL also supports custom RL agents and environments, which can be highly beneficial for RL researchers in evaluating and comparing their RL models.",2020-08-04T17:02:56Z,cs.AI,https://arxiv.org/pdf/2008.01700v2,https://arxiv.org/abs/2008.01700v2,recent year reinforcement learning rl become popular field study well tool enterprise working cuttingedge artificial intelligence research end many researcher built rl framework openai gym kerasrl ease use work made great stride towards bringing barrier entry new rl propose much simpler framework called easyrl providing interactive graphical user interface user train evaluate rl agent entirely graphical easyrl require programming knowledge training testing simple builtin rl agent easyrl also support custom rl agent environment highly beneficial rl researcher evaluating comparing rl model,0.47093023255813954,0.9955192816741122,1.2344100634174509
The Emergence of Adversarial Communication in Multi-Agent Reinforcement Learning,"Jan Blumenkamp, Amanda Prorok","Many real-world problems require the coordination of multiple autonomous agents. Recent work has shown the promise of Graph Neural Networks (GNNs) to learn explicit communication strategies that enable complex multi-agent coordination. These works use models of cooperative multi-agent systems whereby agents strive to achieve a shared global goal. When considering agents with self-interested local objectives, the standard design choice is to model these as separate learning systems (albeit sharing the same environment). Such a design choice, however, precludes the existence of a single, differentiable communication channel, and consequently prohibits the learning of inter-agent communication strategies. In this work, we address this gap by presenting a learning model that accommodates individual non-shared rewards and a differentiable communication channel that is common among all agents. We focus on the case where agents have self-interested objectives, and develop a learning algorithm that elicits the emergence of adversarial communications. We perform experiments on multi-agent coverage and path planning problems, and employ a post-hoc interpretability technique to visualize the messages that agents communicate to each other. We show how a single self-interested agent is capable of learning highly manipulative communication strategies that allows it to significantly outperform a cooperative team of agents.",2020-08-06T12:48:08Z,cs.RO,https://arxiv.org/pdf/2008.02616v2,https://arxiv.org/abs/2008.02616v2,many realworld problem require coordination multiple autonomous agent recent work shown promise graph neural network gnns learn explicit communication strategy enable complex multiagent coordination work use model cooperative multiagent system whereby agent strive achieve shared global goal considering agent selfinterested local objective standard design choice model separate learning system albeit sharing environment design choice however precludes existence single differentiable communication channel consequently prohibits learning interagent communication strategy work address gap presenting learning model accommodates individual nonshared reward differentiable communication channel common among agent focus case agent selfinterested objective develop learning algorithm elicits emergence adversarial communication perform experiment multiagent coverage path planning problem employ posthoc interpretability technique visualize message agent communicate show single selfinterested agent capable learning highly manipulative communication strategy allows significantly outperform cooperative team agent,0.7325581395348837,0.9953134404327657,1.3645624810887456
Deep Reinforcement Learning for Tactile Robotics: Learning to Type on a Braille Keyboard,"Alex Church, John Lloyd, Raia Hadsell, Nathan F. Lepora","Artificial touch would seem well-suited for Reinforcement Learning (RL), since both paradigms rely on interaction with an environment. Here we propose a new environment and set of tasks to encourage development of tactile reinforcement learning: learning to type on a braille keyboard. Four tasks are proposed, progressing in difficulty from arrow to alphabet keys and from discrete to continuous actions. A simulated counterpart is also constructed by sampling tactile data from the physical environment. Using state-of-the-art deep RL algorithms, we show that all of these tasks can be successfully learnt in simulation, and 3 out of 4 tasks can be learned on the real robot. A lack of sample efficiency currently makes the continuous alphabet task impractical on the robot. To the best of our knowledge, this work presents the first demonstration of successfully training deep RL agents in the real world using observations that exclusively consist of tactile images. To aid future research utilising this environment, the code for this project has been released along with designs of the braille keycaps for 3D printing and a guide for recreating the experiments. A brief video summary is also available at https://youtu.be/eNylCA2uE_E.",2020-08-06T13:29:05Z,cs.RO,https://arxiv.org/pdf/2008.02646v1,https://arxiv.org/abs/2008.02646v1,artificial touch would seem wellsuited reinforcement learning rl since paradigm rely interaction environment propose new environment set task encourage development tactile reinforcement learning learning type braille keyboard four task proposed progressing difficulty arrow alphabet key discrete continuous action simulated counterpart also constructed sampling tactile data physical environment using stateoftheart deep rl algorithm show task successfully learnt simulation task learned real robot lack sample efficiency currently make continuous alphabet task impractical robot best knowledge work present first demonstration successfully training deep rl agent real world using observation exclusively consist tactile image aid future research utilising environment code project released along design braille keycaps printing guide recreating experiment brief video summary also available httpsyoutubeenylcaue_e,0.6511627906976745,0.9905466839608768,1.3225035715221458
eclingo: A solver for Epistemic Logic Programs,"Pedro Cabalar, Jorge Fandinno, Javier Garea, Javier Romero, Torsten Schaub","We describe eclingo, a solver for epistemic logic programs under Gelfond 1991 semantics built upon the Answer Set Programming system clingo. The input language of eclingo uses the syntax extension capabilities of clingo to define subjective literals that, as usual in epistemic logic programs, allow for checking the truth of a regular literal in all or in some of the answer sets of a program. The eclingo solving process follows a guess and check strategy. It first generates potential truth values for subjective literals and, in a second step, it checks the obtained result with respect to the cautious and brave consequences of the program. This process is implemented using the multi-shot functionalities of clingo. We have also implemented some optimisations, aiming at reducing the search space and, therefore, increasing eclingo's efficiency in some scenarios. Finally, we compare the efficiency of eclingo with two state-of-the-art solvers for epistemic logic programs on a pair of benchmark scenarios and show that eclingo generally outperforms their obtained results. Under consideration for acceptance in TPLP.",2020-08-05T09:32:05Z,cs.LO,https://arxiv.org/pdf/2008.02018v1,https://arxiv.org/abs/2008.02018v1,describe eclingo solver epistemic logic program gelfond semantics built upon answer set programming system clingo input language eclingo us syntax extension capability clingo define subjective literal usual epistemic logic program allow checking truth regular literal answer set program eclingo solving process follows guess check strategy first generates potential truth value subjective literal second step check obtained result respect cautious brave consequence program process implemented using multishot functionality clingo also implemented optimisation aiming reducing search space therefore increasing eclingos efficiency scenario finally compare efficiency eclingo two stateoftheart solver epistemic logic program pair benchmark scenario show eclingo generally outperforms obtained result consideration acceptance tplp,0.5930232558139535,0.9960891514847118,1.2953520158472112
Axiom-based Grad-CAM: Towards Accurate Visualization and Explanation of CNNs,"Ruigang Fu, Qingyong Hu, Xiaohu Dong, Yulan Guo, Yinghui Gao, Biao Li","To have a better understanding and usage of Convolution Neural Networks (CNNs), the visualization and interpretation of CNNs has attracted increasing attention in recent years. In particular, several Class Activation Mapping (CAM) methods have been proposed to discover the connection between CNN's decision and image regions. In spite of the reasonable visualization, lack of clear and sufficient theoretical support is the main limitation of these methods. In this paper, we introduce two axioms -- Conservation and Sensitivity -- to the visualization paradigm of the CAM methods. Meanwhile, a dedicated Axiom-based Grad-CAM (XGrad-CAM) is proposed to satisfy these axioms as much as possible. Experiments demonstrate that XGrad-CAM is an enhanced version of Grad-CAM in terms of conservation and sensitivity. It is able to achieve better visualization performance than Grad-CAM, while also be class-discriminative and easy-to-implement compared with Grad-CAM++ and Ablation-CAM. The code is available at https://github.com/Fu0511/XGrad-CAM.",2020-08-05T18:42:33Z,cs.CV,https://arxiv.org/pdf/2008.02312v4,https://arxiv.org/abs/2008.02312v4,better understanding usage convolution neural network cnns visualization interpretation cnns attracted increasing attention recent year particular several class activation mapping cam method proposed discover connection cnns decision image region spite reasonable visualization lack clear sufficient theoretical support main limitation method paper introduce two axiom conservation sensitivity visualization paradigm cam method meanwhile dedicated axiombased gradcam xgradcam proposed satisfy axiom much possible experiment demonstrate xgradcam enhanced version gradcam term conservation sensitivity able achieve better visualization performance gradcam also classdiscriminative easytoimplement compared gradcam ablationcam code available httpsgithubcomfuxgradcam,0.4883720930232558,0.9924554319997815,1.2423437682790164
COVID-19 in differential diagnosis of online symptom assessments,"Anitha Kannan, Richard Chen, Vignesh Venkataraman, Geoffrey J. Tso, Xavier Amatriain","The COVID-19 pandemic has magnified an already existing trend of people looking for healthcare solutions online. One class of solutions are symptom checkers, which have become very popular in the context of COVID-19. Traditional symptom checkers, however, are based on manually curated expert systems that are inflexible and hard to modify, especially in a quickly changing situation like the one we are facing today. That is why all COVID-19 existing solutions are manual symptom checkers that can only estimate the probability of this disease and cannot contemplate alternative hypothesis or come up with a differential diagnosis. While machine learning offers an alternative, the lack of reliable data does not make it easy to apply to COVID-19 either. In this paper we present an approach that combines the strengths of traditional AI expert systems and novel deep learning models. In doing so we can leverage prior knowledge as well as any amount of existing data to quickly derive models that best adapt to the current state of the world and latest scientific knowledge. We use the approach to train a COVID-19 aware differential diagnosis model that can be used for medical decision support both for doctors or patients. We show that our approach is able to accurately model new incoming data about COVID-19 while still preserving accuracy on conditions that had been modeled in the past. While our approach shows evident and clear advantages for an extreme situation like the one we are currently facing, we also show that its flexibility generalizes beyond this concrete, but very important, example.",2020-08-07T18:10:42Z,cs.AI,https://arxiv.org/pdf/2008.03323v3,https://arxiv.org/abs/2008.03323v3,covid pandemic magnified already existing trend people looking healthcare solution online one class solution symptom checker become popular context covid traditional symptom checker however based manually curated expert system inflexible hard modify especially quickly changing situation like one facing today covid existing solution manual symptom checker estimate probability disease contemplate alternative hypothesis come differential diagnosis machine learning offer alternative lack reliable data make easy apply covid either paper present approach combine strength traditional ai expert system novel deep learning model leverage prior knowledge well amount existing data quickly derive model best adapt current state world latest scientific knowledge use approach train covid aware differential diagnosis model used medical decision support doctor patient show approach able accurately model new incoming data covid still preserving accuracy condition modeled past approach show evident clear advantage extreme situation like one currently facing also show flexibility generalizes beyond concrete important example,0.8488372093023255,0.9928541893618658,1.4213857896710245
Wikidata Constraints on MARS (Extended Technical Report),"David L. Martin, Peter F. Patel-Schneider","Wikidata constraints, albeit useful, are represented and processed in an incomplete, ad hoc fashion. Constraint declarations do not fully express their meaning, and thus do not provide a precise, unambiguous basis for constraint specification, or a logical foundation for constraint-checking implementations. In prior work we have proposed a logical framework for Wikidata as a whole, based on multi-attributed relational structures (MARS) and related logical languages. In this paper we explain how constraints are handled in the proposed framework, and show that nearly all of Wikidata's existing property constraints can be completely characterized in it, in a natural and economical fashion. We also give characterizations for several proposed property constraints, and show that a variety of non-property constraints can be handled in the same framework.",2020-08-10T04:49:02Z,cs.AI,https://arxiv.org/pdf/2008.03900v2,https://arxiv.org/abs/2008.03900v2,wikidata constraint albeit useful represented processed incomplete ad hoc fashion constraint declaration fully express meaning thus provide precise unambiguous basis constraint specification logical foundation constraintchecking implementation prior work proposed logical framework wikidata whole based multiattributed relational structure mar related logical language paper explain constraint handled proposed framework show nearly wikidatas existing property constraint completely characterized natural economical fashion also give characterization several proposed property constraint show variety nonproperty constraint handled framework,0.4127906976744186,0.9968292494768094,1.2057409206768996
Purely Bayesian counterfactuals versus Newcomb's paradox,Lê Nguyên Hoang,"This paper proposes a careful separation between an entity's epistemic system and their decision system. Crucially, Bayesian counterfactuals are estimated by the epistemic system; not by the decision system. Based on this remark, I prove the existence of Newcomb-like problems for which an epistemic system necessarily expects the entity to make a counterfactually bad decision. I then address (a slight generalization of) Newcomb's paradox. I solve the specific case where the player believes that the predictor applies Bayes rule with a supset of all the data available to the player. I prove that the counterfactual optimality of the 1-Box strategy depends on the player's prior on the predictor's additional data. If these additional data are not expected to reduce sufficiently the predictor's uncertainty on the player's decision, then the player's epistemic system will counterfactually prefer to 2-Box. But if the predictor's data is believed to make them quasi-omniscient, then 1-Box will be counterfactually preferred. Implications of the analysis are then discussed. More generally, I argue that, to better understand or design an entity, it is useful to clearly separate the entity's epistemic, decision, but also data collection, reward and maintenance systems, whether the entity is human, algorithmic or institutional.",2020-08-10T16:56:48Z,econ.TH,https://arxiv.org/pdf/2008.04256v1,https://arxiv.org/abs/2008.04256v1,paper proposes careful separation entity epistemic system decision system crucially bayesian counterfactuals estimated epistemic system decision system based remark prove existence newcomblike problem epistemic system necessarily expects entity make counterfactually bad decision address slight generalization newcomb paradox solve specific case player belief predictor applies bayes rule supset data available player prove counterfactual optimality box strategy depends player prior predictor additional data additional data expected reduce sufficiently predictor uncertainty player decision player epistemic system counterfactually prefer box predictor data believed make quasiomniscient box counterfactually preferred implication analysis discussed generally argue better understand design entity useful clearly separate entity epistemic decision also data collection reward maintenance system whether entity human algorithmic institutional,0.6395348837209303,0.9903093083254962,1.3166686741738505
Fault-Tolerant Control of Degrading Systems with On-Policy Reinforcement Learning,"Ibrahim Ahmed, Marcos Quiñones-Grueiro, Gautam Biswas","We propose a novel adaptive reinforcement learning control approach for fault tolerant control of degrading systems that is not preceded by a fault detection and diagnosis step. Therefore, \textit{a priori} knowledge of faults that may occur in the system is not required. The adaptive scheme combines online and offline learning of the on-policy control method to improve exploration and sample efficiency, while guaranteeing stable learning. The offline learning phase is performed using a data-driven model of the system, which is frequently updated to track the system's operating conditions. We conduct experiments on an aircraft fuel transfer system to demonstrate the effectiveness of our approach.",2020-08-10T20:42:59Z,eess.SY,https://arxiv.org/pdf/2008.04407v1,https://arxiv.org/abs/2008.04407v1,propose novel adaptive reinforcement learning control approach fault tolerant control degrading system preceded fault detection diagnosis step therefore textita priori knowledge fault may occur system required adaptive scheme combine online offline learning onpolicy control method improve exploration sample efficiency guaranteeing stable learning offline learning phase performed using datadriven model system frequently updated track system operating condition conduct experiment aircraft fuel transfer system demonstrate effectiveness approach,0.37790697674418605,0.9901268481866812,1.187087921895739
SMT-based Safety Verification of Parameterised Multi-Agent Systems,"Paolo Felli, Alessandro Gianola, Marco Montali","In this paper we study the verification of parameterised multi-agent systems (MASs), and in particular the task of verifying whether unwanted states, characterised as a given state formula, are reachable in a given MAS, i.e., whether the MAS is unsafe. The MAS is parameterised and the model only describes the finite set of possible agent templates, while the actual number of concrete agent instances for each template is unbounded and cannot be foreseen. This makes the state-space infinite. As safety may of course depend on the number of agent instances in the system, the verification result must be correct irrespective of such number. We solve this problem via infinite-state model checking based on satisfiability modulo theories (SMT), relying on the theory of array-based systems: we present parameterised MASs as particular array-based systems, under two execution semantics for the MAS, which we call concurrent and interleaved. We prove our decidability results under these assumptions and illustrate our implementation approach, called SAFE: the Swarm Safety Detector, based on the third-party model checker MCMT, which we evaluate experimentally. Finally, we discuss how this approach lends itself to richer parameterised and data-aware MAS settings beyond the state-of-the-art solutions in the literature, which we leave as future work.",2020-08-11T15:24:05Z,cs.AI,https://arxiv.org/pdf/2008.04774v2,https://arxiv.org/abs/2008.04774v2,paper study verification parameterised multiagent system mass particular task verifying whether unwanted state characterised given state formula reachable given ma ie whether ma unsafe ma parameterised model describes finite set possible agent template actual number concrete agent instance template unbounded foreseen make statespace infinite safety may course depend number agent instance system verification result must correct irrespective number solve problem via infinitestate model checking based satisfiability modulo theory smt relying theory arraybased system present parameterised mass particular arraybased system two execution semantics ma call concurrent interleaved prove decidability result assumption illustrate implementation approach called safe swarm safety detector based thirdparty model checker mcmt evaluate experimentally finally discus approach lends richer parameterised dataaware ma setting beyond stateoftheart solution literature leave future work,0.7034883720930233,0.9944209521511781,1.3497817884020131
Human Robot Collaborative Assembly Planning: An Answer Set Programming Approach,"Momina Rizwan, Volkan Patoglu, Esra Erdem","For planning an assembly of a product from a given set of parts, robots necessitate certain cognitive skills: high-level planning is needed to decide the order of actuation actions, while geometric reasoning is needed to check the feasibility of these actions. For collaborative assembly tasks with humans, robots require further cognitive capabilities, such as commonsense reasoning, sensing, and communication skills, not only to cope with the uncertainty caused by incomplete knowledge about the humans' behaviors but also to ensure safer collaborations. We propose a novel method for collaborative assembly planning under uncertainty, that utilizes hybrid conditional planning extended with commonsense reasoning and a rich set of communication actions for collaborative tasks. Our method is based on answer set programming. We show the applicability of our approach in a real-world assembly domain, where a bi-manual Baxter robot collaborates with a human teammate to assemble furniture. This manuscript is under consideration for acceptance in TPLP.",2020-08-08T11:31:36Z,cs.AI,https://arxiv.org/pdf/2008.03496v1,https://arxiv.org/abs/2008.03496v1,planning assembly product given set part robot necessitate certain cognitive skill highlevel planning needed decide order actuation action geometric reasoning needed check feasibility action collaborative assembly task human robot require cognitive capability commonsense reasoning sensing communication skill cope uncertainty caused incomplete knowledge human behavior also ensure safer collaboration propose novel method collaborative assembly planning uncertainty utilizes hybrid conditional planning extended commonsense reasoning rich set communication action collaborative task method based answer set programming show applicability approach realworld assembly domain bimanual baxter robot collaborates human teammate assemble furniture manuscript consideration acceptance tplp,0.5290697674418605,0.9929000800369535,1.2626567072190777
Learning abstract structure for drawing by efficient motor program induction,"Lucas Y. Tian, Kevin Ellis, Marta Kryven, Joshua B. Tenenbaum","Humans flexibly solve new problems that differ qualitatively from those they were trained on. This ability to generalize is supported by learned concepts that capture structure common across different problems. Here we develop a naturalistic drawing task to study how humans rapidly acquire structured prior knowledge. The task requires drawing visual objects that share underlying structure, based on a set of composable geometric rules. We show that people spontaneously learn abstract drawing procedures that support generalization, and propose a model of how learners can discover these reusable drawing programs. Trained in the same setting as humans, and constrained to produce efficient motor actions, this model discovers new drawing routines that transfer to test objects and resemble learned features of human sequences. These results suggest that two principles guiding motor program induction in the model - abstraction (general programs that ignore object-specific details) and compositionality (recombining previously learned programs) - are key for explaining how humans learn structured internal representations that guide flexible reasoning and learning.",2020-08-08T13:31:14Z,cs.AI,https://arxiv.org/pdf/2008.03519v1,https://arxiv.org/abs/2008.03519v1,human flexibly solve new problem differ qualitatively trained ability generalize supported learned concept capture structure common across different problem develop naturalistic drawing task study human rapidly acquire structured prior knowledge task requires drawing visual object share underlying structure based set composable geometric rule show people spontaneously learn abstract drawing procedure support generalization propose model learner discover reusable drawing program trained setting human constrained produce efficient motor action model discovers new drawing routine transfer test object resemble learned feature human sequence result suggest two principle guiding motor program induction model abstraction general program ignore objectspecific detail compositionality recombining previously learned program key explaining human learn structured internal representation guide flexible reasoning learning,0.6453488372093024,0.9855993041053356,1.318027682429338
Distributed Deep Reinforcement Learning for Functional Split Control in Energy Harvesting Virtualized Small Cells,"Dagnachew Azene Temesgene, Marco Miozzo, Deniz Gündüz, Paolo Dini","To meet the growing quest for enhanced network capacity, mobile network operators (MNOs) are deploying dense infrastructures of small cells. This, in turn, increases the power consumption of mobile networks, thus impacting the environment. As a result, we have seen a recent trend of powering mobile networks with harvested ambient energy to achieve both environmental and cost benefits. In this paper, we consider a network of virtualized small cells (vSCs) powered by energy harvesters and equipped with rechargeable batteries, which can opportunistically offload baseband (BB) functions to a grid-connected edge server depending on their energy availability. We formulate the corresponding grid energy and traffic drop rate minimization problem, and propose a distributed deep reinforcement learning (DDRL) solution. Coordination among vSCs is enabled via the exchange of battery state information. The evaluation of the network performance in terms of grid energy consumption and traffic drop rate confirms that enabling coordination among the vSCs via knowledge exchange achieves a performance close to the optimal. Numerical results also confirm that the proposed DDRL solution provides higher network performance, better adaptation to the changing environment, and higher cost savings with respect to a tabular multi-agent reinforcement learning (MRL) solution used as a benchmark.",2020-08-07T12:27:01Z,cs.NI,https://arxiv.org/pdf/2008.04105v1,https://arxiv.org/abs/2008.04105v1,meet growing quest enhanced network capacity mobile network operator mnos deploying dense infrastructure small cell turn increase power consumption mobile network thus impacting environment result seen recent trend powering mobile network harvested ambient energy achieve environmental cost benefit paper consider network virtualized small cell vscs powered energy harvester equipped rechargeable battery opportunistically offload baseband bb function gridconnected edge server depending energy availability formulate corresponding grid energy traffic drop rate minimization problem propose distributed deep reinforcement learning ddrl solution coordination among vscs enabled via exchange battery state information evaluation network performance term grid energy consumption traffic drop rate confirms enabling coordination among vscs via knowledge exchange achieves performance close optimal numerical result also confirm proposed ddrl solution provides higher network performance better adaptation changing environment higher cost saving respect tabular multiagent reinforcement learning mrl solution used benchmark,0.7906976744186046,0.9951429499576028,1.3934286081227731
Proof-Carrying Plans: a Resource Logic for AI Planning,"Alasdair Hill, Ekaterina Komendantskaya, Ronald P. A. Petrick","Recent trends in AI verification and Explainable AI have raised the question of whether AI planning techniques can be verified. In this paper, we present a novel resource logic, the Proof Carrying Plans (PCP) logic that can be used to verify plans produced by AI planners. The PCP logic takes inspiration from existing resource logics (such as Linear logic and Separation logic) as well as Hoare logic when it comes to modelling states and resource-aware plan execution. It also capitalises on the Curry-Howard approach to logics, in its treatment of plans as functions and plan pre- and post-conditions as types. This paper presents two main results. From the theoretical perspective, we show that the PCP logic is sound relative to the standard possible world semantics used in AI planning. From the practical perspective, we present a complete Agda formalisation of the PCP logic and of its soundness proof. Moreover, we showcase the Curry-Howard, or functional, value of this implementation by supplementing it with the library that parses AI plans into Agda's proofs automatically. We provide evaluation of this library and the resulting Agda functions.",2020-08-10T14:45:52Z,cs.LO,https://arxiv.org/pdf/2008.04165v2,https://arxiv.org/abs/2008.04165v2,recent trend ai verification explainable ai raised question whether ai planning technique verified paper present novel resource logic proof carrying plan pcp logic used verify plan produced ai planner pcp logic take inspiration existing resource logic linear logic separation logic well hoare logic come modelling state resourceaware plan execution also capitalises curryhoward approach logic treatment plan function plan pre postconditions type paper present two main result theoretical perspective show pcp logic sound relative standard possible world semantics used ai planning practical perspective present complete agda formalisation pcp logic soundness proof moreover showcase curryhoward functional value implementation supplementing library parses ai plan agdas proof automatically provide evaluation library resulting agda function,0.6395348837209303,0.9953371908713321,1.3182764273135072
